,Unnamed: 0,Word,Meaning
3848,5748,calcarine,"Pertaining to, or situated near, the calcar of the brain."
3849,5749,calcavella,A sweet wine from Portugal
3850,5750,calceated,"Fitted with, or wearing, shoes."
3851,5751,calced,Wearing shoes
3852,5752,calcedon,"A foul vein, like chalcedony, in some precious stones."
3853,5753,calcedonic,Alt. of Calcedonian
3854,5754,calcedonian,See Chalcedonic.
3855,5755,calceiform,"Shaped like a slipper, as one petal of the lady's-slipper"
3856,5756,calceolaria,"A genus of showy herbaceous or shrubby plants, brought from South America"
3857,5757,calceolate,Slipper-ahaped. See Calceiform.
3858,5758,calces,See Calx.
3859,5759,calcic,"Pertaining to, derived from, or containing, calcium or lime."
3860,5760,calciferous,"Bearing, producing, or containing calcite, or carbonate of lime."
3861,5761,calcific,Calciferous. Specifically: (Zool.) of or pertaining to the portion of the oviduct which forms the eggshell in birds and reptiles.
3862,5762,calcification,The process of change into a stony or calcareous substance by the deposition of lime salt
3863,5763,calcified,"Consisting of, or containing, calcareous matter or lime salts"
3864,5764,calciform,In the form of chalk or lime.
3865,5766,calcifying,of Calcify
3866,5767,calcify,To make stony or calcareous by the deposit or secretion of salts of lime.
3867,5769,calcigenous,"Tending to form, or to become, a calx or earthlike substance on being oxidized or burnt"
3868,5770,calcigerous,Holding lime or other earthy salts
3869,5771,calcimine,"A white or colored wash for the ceiling or other plastering of a room, consisting of a mixture of clear glue, Paris white or zinc white, and water."
3870,5772,calcimined,of Calcimine
3871,5773,calcimining,of Calcimine
3872,5775,calciminer,One who calcimines.
3873,5776,calcinable,That may be calcined
3874,5777,calcinate,To calcine.
3875,5778,calcination,"The act or process of disintegrating a substance, or rendering it friable by the action of heat, esp. by the expulsion of some volatile matter, as when carbonic and acid is expelled from carbonate of calcium in the burning of limestone in order to make lime."
3876,5780,calcinatory,A vessel used in calcination.
3877,5781,calciden,of Calcine
3878,5782,calcining,of Calcine
3879,5783,calcine,"To reduce to a powder, or to a friable state, by the action of heat"
3880,5786,calciner,"One who, or that which, calcines."
3881,5787,calcispongiae,"An order of marine sponges, containing calcareous spicules. See Porifera."
3882,5788,calcite,"Calcium carbonate, or carbonate of lime. It is rhombohedral in its crystallization, and thus distinguished from aragonite.  It includes common limestone, chalk, and marble. Called also calc-spar and calcareous spar."
3883,5789,calcitrant,Kicking.  Hence: Stubborn
3884,5790,calcitrate,To kick.
3885,5791,calcitration,Act of kicking.
3886,5792,calcium,An elementary substance
3887,5793,calcivorous,"Eroding, or eating into, limestone."
3888,5794,calcographer,One who practices calcography.
3889,5795,calcographic,Alt. of Calcographical
3890,5796,calcographical,"Relating to, or in the style of, calcography."
3891,5797,calcography,The art of drawing with chalk.
3892,5798,calc-sinter,See under Calcite.
3893,5799,calc-spar,Same as Calcite.
3894,5800,calc-tufa,See under Calcite.
3895,5801,calculable,That may be calculated or ascertained by calculation.
3896,5802,calculary,Of or pertaining to calculi.
3897,5804,calculater,of Calculate
3898,5805,calculating,of Calculate
3899,5806,calculate,"To ascertain or determine by mathematical processes, usually by the ordinary rules of arithmetic"
3900,5811,calculated,Worked out by calculation
3901,5817,calculation,"The act or process, or the result, of calculating"
3902,5819,calculative,Of or pertaining to calculation
3903,5820,calculator,"One who computes or reckons: one who estimates or considers the force and effect of causes, with a view to form a correct estimate of the effects."
3904,5821,calculatory,Belonging to calculation.
3905,5822,calcule,Reckoning
3906,5824,calculi,See Calculus.
3907,5825,calculous,Of the nature of a calculus
3908,5828,calculus,"Any solid concretion, formed in any part of the body, but most frequent in the organs that act as reservoirs, and in the passages connected with them"
3909,5830,caldron,"A large kettle or boiler of copper, brass, or iron. [Written also cauldron.]"
3910,5831,caleche,See Calash.
3911,5832,caledonia,The ancient Latin name of Scotland
3912,5833,caledonian,Of or pertaining to Caledonia or Scotland
3913,5835,caledonite,"A hydrous sulphate of copper and lead, found in some parts of Caledonia or Scotland."
3914,5836,calefacient,Making warm
3915,5838,calefaction,The act of warming or heating
3916,5840,calefactive,See Calefactory.
3917,5841,calefactor,A heater
3918,5842,calefactory,Making hot
3919,5845,calefied,of Calefy
3920,5846,calefying,of Calefy
3921,5847,calefy,To make warm or hot.
3922,5849,calembour,A pun.
3923,5850,calendar,"An orderly arrangement of the division of time, adapted to the purposes of civil life, as years, months, weeks, and days"
3924,5853,calendared,of Calendar
3925,5854,calendaring,of Calendar
3926,5856,calendarial,Of or pertaining to the calendar or a calendar.
3927,5857,calendary,Calendarial.
3928,5858,calender,"A machine, used for the purpose of giving cloth, paper, etc., a smooth, even, and glossy or glazed surface, by cold or hot pressure, or for watering them and giving them a wavy appearance. It consists of two or more cylinders revolving nearly in contact, with the necessary apparatus for moving and regulating."
3929,5860,calendered,of Calender
3930,5861,calendering,of Calender
3931,5864,calendographer,One who makes calendars.
3932,5865,calendrer,A person who calenders cloth
3933,5866,calendric,Alt. of Calendrical
3934,5867,calendrical,Of or pertaining to a calendar.
3935,5868,calends,The first day of each month in the ancient Roman calendar.
3936,5869,calendula,"A genus of composite herbaceous plants. One species, Calendula officinalis, is the common marigold, and was supposed to blossom on the calends of every month, whence the name."
3937,5870,calendulin,"A gummy or mucilaginous tasteless substance obtained from the marigold or calendula, and analogous to bassorin."
3938,5871,calenture,A name formerly given to various fevers occuring in tropics
3939,5873,calescence,Growing warmth
3940,5874,calves,of Calf
3941,5875,calf,"The young of the cow, or of the Bovine family of quadrupeds. Also, the young of some other mammals, as of the elephant, rhinoceros, hippopotamus, and whale."
3942,5881,calfskin,The hide or skin of a calf
3943,5882,cali,The tenth avatar or incarnation of the god Vishnu.
3944,5883,caliber,Alt. of Calibre
3945,5884,calibre,"The diameter of the bore, as a cannon or other firearm, or of any tube"
3946,5887,calibrate,"To ascertain the caliber of, as of a thermometer tube"
3947,5888,calibration,"The process of estimating the caliber a tube, as of a thermometer tube, in order to graduate it to a scale of degrees"
3948,5889,calice,See Chalice.
3949,5890,calicle,"One of the small cuplike cavities, often with elevated borders, covering the surface of most corals. Each is formed by a polyp. (b) One of the cuplike structures inclosing the zooids of certain hydroids. See Campanularian."
3950,5891,calicoes,of Calico
3951,5892,calico,"Plain white cloth made from cotton, but which receives distinctive names according to quality and use, as, super calicoes, shirting calicoes, unbleached calicoes, etc."
3952,5895,calicoback,The calico bass.
3953,5897,calicular,Alt. of Caliculate
3954,5898,caliculate,"Relating to, or resembling, a cup"
3955,5899,calid,Hot
3956,5900,calidity,Heat.
3957,5901,caliduct,A pipe or duct used to convey hot air or steam.
3958,5902,calif,Alt. of Califate
3959,5903,califate,"Same as Caliph, Caliphate, etc."
3960,5904,californian,Of or pertaining to California.
3961,5906,caligation,Dimness
3962,5907,caliginosity,Darkness.
3963,5908,caliginous,Affected with darkness or dimness
3964,5909,caligo,"Dimness or obscurity of sight, dependent upon a speck on the cornea"
3965,5910,caligraphic,See Calligraphic.
3966,5911,caligraphy,See Caligraphy.
3967,5912,calin,"An alloy of lead and tin, of which the Chinese make tea canisters."
3968,5913,calipash,"A part of a turtle which is next to the upper shell. It contains a fatty and gelatinous substance of a dull greenish tinge, much esteemed as a delicacy in preparations of turtle."
3969,5914,calipee,"A part of a turtle which is attached to the lower shell. It contains a fatty and gelatinous substance of a light yellowish color, much esteemed as a delicacy."
3970,5915,calipers,"An instrument, usually resembling a pair of dividers or compasses with curved legs, for measuring the diameter or thickness of bodies, as of work shaped in a lathe or planer, timber, masts, shot, etc."
3971,5916,caliph,Successor or vicar
3972,5917,caliphate,"The office, dignity, or government of a caliph or of the caliphs."
3973,5918,calippic,"Of or pertaining to Calippus, an Athenian astronomer."
3974,5919,calisaya bark,"A valuable kind of Peruvian bark obtained from the Cinchona Calisaya, and other closely related species."
3975,5920,calistheneum,A gymnasium
3976,5921,calisthenis,Of or pertaining to calisthenics.
3977,5922,calisthenics,"The science, art, or practice of healthful exercise of the body and limbs, to promote strength and gracefulness"
3978,5923,caliver,"An early form of hand gun, variety of the arquebus"
3979,5924,calix,A cup. See Calyx.
3980,5925,calked,of Calk
3981,5926,calking,of Calk
3982,5927,calk,"To drive tarred oakum into the seams between the planks of (a ship, boat, etc.), to prevent leaking. The calking is completed by smearing the seams with melted pitch."
3983,5934,calker,One who calks.
3984,5936,calkin,"A calk on a shoe. See Calk, n., 1."
3985,5938,called,of Call
3986,5939,calling,of Call
3987,5940,call,To command or request to come or be present
3988,5966,calla,"A genus of plants, of the order Araceae."
3989,5967,callat,Same as Callet.
3990,5968,calle,A kind of head covering
3991,5969,caller,One who calls.
3992,5972,callet,A trull or prostitute
3993,5974,callid,Characterized by cunning or shrewdness
3994,5975,callidity,Acuteness of discernment
3995,5976,calligrapher,One skilled in calligraphy
3996,5977,calligraphic,Alt. of Calligraphical
3997,5978,calligraphical,Of or pertaining to calligraphy.
3998,5979,calligraphist,A calligrapher
3999,5980,calligraphy,Fair or elegant penmanship.
4000,5988,calliope,The Muse that presides over eloquence and heroic poetry
4001,5992,calliopsis,"A popular name given to a few species of the genus Coreopsis, especially to C. tinctoria of Arkansas."
4002,5993,callipash,See Calipash.
4003,5994,callipee,See Calipee.
4004,5995,callipers,See Calipers.
4005,5996,callisection,Painless vivisection
4006,5997,callisthenic,Alt. of Callisthenics
4007,5998,callisthenics,"See Calisthenic, Calisthenics."
4008,5999,callithump,"A somewhat riotous parade, accompanied with the blowing of tin horns, and other discordant noises"
4009,6000,callithumpian,"Of, pertaining to, or resembling, a callithump."
4010,6001,callosan,Of the callosum.
4011,6002,callose,Furnished with protuberant or hardened spots.
4012,6003,callosities,of Callosity
4013,6004,callosity,A hard or thickened spot or protuberance
4014,6005,callosum,"The great band commissural fibers which unites the two cerebral hemispheres. See corpus callosum, under Carpus."
4015,6006,callot,A plant coif or skullcap. Same as Calotte.
4016,6007,callous,Hardened
4017,6009,callow,Destitute of feathers
4018,6012,callus,Same as Callosity
4019,6015,calm,"Freedom from motion, agitation, or disturbance"
4020,6016,calmed,of Calm
4021,6017,calming,of Calm
4022,6022,calmer,"One who, or that which, makes calm."
4023,6023,calmly,In a calm manner.
4024,6024,calmness,The state of quality of being calm
4025,6025,calmucks,A branch of the Mongolian race inhabiting parts of the Russian and Chinese empires
4026,6026,calmy,Tranquil
4027,6027,calomel,"Mild chloride of mercury, Hg2Cl2, a heavy, white or yellowish white substance, insoluble and tasteless, much used in medicine as a mercurial and purgative"
4028,6028,calorescence,The conversion of obscure radiant heat into light
4029,6029,e,The fifth letter of the English alphabet.
4030,6031,e-,"A Latin prefix meaning out, out of, from"
